kegg_function,kegg
Polysaccharide degradation,3.2.1.152
Polysaccharide degradation,3.2.1.165
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,3.2.1.94
Polysaccharide degradation,3.2.1.88
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.122
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.86
Polysaccharide degradation,3.2.1.139
Polysaccharide degradation,3.2.1.67
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.24
Polysaccharide degradation,3.2.1.84
Polysaccharide degradation,3.2.1.48
Polysaccharide degradation,3.2.1.10
Polysaccharide degradation,3.2.1.177
Polysaccharide degradation,4.2.2.13
Polysaccharide degradation,2.4.1.161
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,2.4.1.67
Polysaccharide degradation,2.4.1.82
Polysaccharide degradation,3.2.1.3
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.89
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.152
Polysaccharide degradation,3.2.1.165
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.165
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.38
Polysaccharide degradation,3.2.1.62
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.85
Polysaccharide degradation,3.2.1.86
Polysaccharide degradation,3.2.1.105
Polysaccharide degradation,3.2.1.108
Polysaccharide degradation,3.2.1.117
Polysaccharide degradation,3.2.1.118
Polysaccharide degradation,3.2.1.119
Polysaccharide degradation,3.2.1.125
Polysaccharide degradation,3.2.1.147
Polysaccharide degradation,3.2.1.149
Polysaccharide degradation,3.2.1.161
Polysaccharide degradation,3.2.1.175
Polysaccharide degradation,3.2.1.182
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.46
Polysaccharide degradation,3.2.1.71
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.38
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.75
Polysaccharide degradation,3.2.1.136
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.175
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.176
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.156
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.6
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.91
Polysaccharide degradation,3.2.1.151
Polysaccharide degradation,3.2.1.165
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.75
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.91
Polysaccharide degradation,3.2.1.104
Polysaccharide degradation,3.2.1.123
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.149
Polysaccharide degradation,3.2.1.151
Polysaccharide degradation,3.2.1.164
Polysaccharide degradation,3.2.1.168
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.120
Polysaccharide degradation,3.2.1.126
Polysaccharide degradation,2.4.1.207
Polysaccharide degradation,3.2.1.103
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.6
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.81
Polysaccharide degradation,3.2.1.83
Polysaccharide degradation,3.2.1.151
Polysaccharide degradation,3.2.1.181
Polysaccharide degradation,3.2.1.178
Polysaccharide degradation,3.2.1.35
Polysaccharide degradation,3.2.1.181
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.175
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.38
Polysaccharide degradation,3.2.1.62
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.85
Polysaccharide degradation,3.2.1.86
Polysaccharide degradation,3.2.1.105
Polysaccharide degradation,3.2.1.108
Polysaccharide degradation,3.2.1.117
Polysaccharide degradation,3.2.1.118
Polysaccharide degradation,3.2.1.119
Polysaccharide degradation,3.2.1.125
Polysaccharide degradation,3.2.1.147
Polysaccharide degradation,3.2.1.149
Polysaccharide degradation,3.2.1.161
Polysaccharide degradation,3.2.1.175
Polysaccharide degradation,3.2.1.182
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.32
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.100
Polysaccharide degradation,3.2.1.32
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.156
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.75
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.91
Polysaccharide degradation,3.2.1.104
Polysaccharide degradation,3.2.1.123
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.149
Polysaccharide degradation,3.2.1.151
Polysaccharide degradation,3.2.1.164
Polysaccharide degradation,3.2.1.168
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.32
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.38
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.75
Polysaccharide degradation,3.2.1.136
Polysaccharide degradation,3.2.1.102
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.51
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.76
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.120
Polysaccharide degradation,3.2.1.126
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.24
Polysaccharide degradation,3.2.1.84
Polysaccharide degradation,3.2.1.48
Polysaccharide degradation,3.2.1.10
Polysaccharide degradation,3.2.1.177
Polysaccharide degradation,4.2.2.13
Polysaccharide degradation,2.4.1.161
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.139
Polysaccharide degradation,3.2.1.131
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.100
Polysaccharide degradation,3.2.1.32
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.75
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.91
Polysaccharide degradation,3.2.1.104
Polysaccharide degradation,3.2.1.123
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.149
Polysaccharide degradation,3.2.1.151
Polysaccharide degradation,3.2.1.164
Polysaccharide degradation,3.2.1.168
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.39
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.132
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.2.1.100
Polysaccharide degradation,3.2.1.32
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,2.4.1.281
Polysaccharide degradation,2.4.1.319
Polysaccharide degradation,2.4.1.320
Polysaccharide degradation,3.2.1.78
Polysaccharide degradation,3.1.1.72
Polysaccharide degradation,3.2.1.23
Polysaccharide degradation,3.2.1.25
Polysaccharide degradation,3.2.1.31
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.152
Polysaccharide degradation,3.2.1.165
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.130
Polysaccharide degradation,3.2.1.101
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.101
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.113
Polysaccharide degradation,3.2.1.24
Polysaccharide degradation,3.2.1.24
Polysaccharide degradation,3.2.1.113
Polysaccharide degradation,3.2.1.114
Polysaccharide degradation,3.2.1.170
Polysaccharide degradation,3.2.1.106
Polysaccharide degradation,3.2.1.84
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.170
Polysaccharide degradation,3.2.1.208
Polysaccharide degradation,3.2.1.113
Polysaccharide degradation,2.4.1.281
Polysaccharide degradation,2.4.1.319
Polysaccharide degradation,2.4.1.320
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.99
Polysaccharide degradation,3.2.1.145
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.11
Polysaccharide degradation,3.2.1.57
Polysaccharide degradation,3.2.1.95
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.99
Polysaccharide degradation,3.2.1.145
Polysaccharide degradation,3.2.1.146
Polysaccharide degradation,3.2.1.4
Polysaccharide degradation,3.2.1.8
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.73
Polysaccharide degradation,3.2.1.21
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.45
Polysaccharide degradation,3.2.1.52
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.58
Polysaccharide degradation,3.2.1.74
Polysaccharide degradation,3.2.1.120
Polysaccharide degradation,3.2.1.126
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.37
Polysaccharide degradation,3.2.1.55
Polysaccharide degradation,3.2.1.97
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,3.2.1.94
Polysaccharide degradation,3.2.1.88
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,2.4.1.211
Polysaccharide degradation,2.4.1.247
Polysaccharide degradation,3.2.1.20
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.24
Polysaccharide degradation,3.2.1.84
Polysaccharide degradation,3.2.1.48
Polysaccharide degradation,3.2.1.10
Polysaccharide degradation,3.2.1.177
Polysaccharide degradation,4.2.2.13
Polysaccharide degradation,2.4.1.161
Polysaccharide degradation,3.2.1.22
Polysaccharide degradation,3.2.1.49
Polysaccharide degradation,2.4.1.67
Polysaccharide degradation,2.4.1.82
Sugar degradation,3.2.1.85
Sugar degradation,5.3.1.26
Sugar degradation,2.7.1.144
Sugar degradation,4.1.2.40
Sugar degradation,2.7.1.211
Sugar degradation,3.2.1.48
Sugar degradation,2.7.1.4
Sugar degradation,1.1.1.420
Sugar degradation,3.1.1.115
Sugar degradation,5.3.1.3
Sugar degradation,2.7.1.47
Sugar degradation,5.3.1.3
Sugar degradation,2.7.1.51
Sugar degradation,4.1.2.17
Sugar degradation,1.2.1.21
Sugar degradation,2.7.1.191
Sugar degradation,5.3.1.8
Sugar degradation,2.7.1.7
Sugar degradation,5.3.1.8
Sugar degradation,5.3.1.5
Sugar degradation,2.7.1.17
Sugar degradation,1.1.1.9
Sugar degradation,2.7.1.17
Sugar degradation,1.1.1.424
Sugar degradation,3.1.1.68
Sugar degradation,4.2.1.82
Sugar degradation,4.2.1.141
Sugar degradation,1.2.1.26
Sugar degradation,1.1.1.359
Sugar degradation,3.1.1.110
Sugar degradation,4.2.1.82
Sugar degradation,4.1.2.28
Sugar degradation,1.1.1.26
Sugar degradation,2.3.3.9
Sugar degradation,1.1.1.175
Sugar degradation,3.1.1.110
Sugar degradation,4.2.1.82
Sugar degradation,4.2.1.1.141
Sugar degradation,1.2.1.26
Sugar degradation,5.1.3.29
Sugar degradation,5.3.1.25
Sugar degradation,2.7.1.51
Sugar degradation,4.1.2.17
Sugar degradation,5.1.3.29
Sugar degradation,4.2.1.68
Sugar degradation,1.1.1.M68
Sugar degradation,3.7.1.26
Sugar degradation,5.1.3.32
Sugar degradation,5.3.1.14
Sugar degradation,2.7.1.5
Sugar degradation,4.1.2.19
Sugar degradation,1.1.1.173
Sugar degradation,1.1.1.378
Sugar degradation,3.1.1.65
Sugar degradation,4.2.1.90
Sugar degradation,4.1.2.53
Sugar degradation,1.1.1.173
Sugar degradation,1.1.1.378
Sugar degradation,3.1.1.65
Sugar degradation,4.2.1.90
Sugar degradation,1.1.1.401
Sugar degradation,3.7.1.26
Sugar degradation,K01785
Sugar degradation,K00849
Sugar degradation,K00965
Sugar degradation,K01784
Sugar degradation,4.1.3.3
Sugar degradation,5.1.3.8
Sugar degradation,4.1.3.3
Sugar degradation,2.7.1.60
Sugar degradation,5.1.3.9
Protein degradation,A1A
Protein degradation,S8A
Protein degradation,C13
Protein degradation,S1A
Protein degradation,S8B
Protein degradation,S26B
Protein degradation,S1A
Protein degradation,M10A
Protein degradation,A1A
Protein degradation,M35
Protein degradation,M9B
Protein degradation,S1B
Protein degradation,S1C
Protein degradation,C1A
Protein degradation,M12A
Protein degradation,C14A
Protein degradation,A2A
Protein degradation,C13
Protein degradation,M10C
Protein degradation,C1A
Protein degradation,M10A
Protein degradation,M12B
Protein degradation,S1A
Protein degradation,A1A
Protein degradation,C13
Protein degradation,M35
Protein degradation,M12A
Protein degradation,S1D
Protein degradation,S8A
Protein degradation,A2A
Protein degradation,M4
Protein degradation,S8B
Protein degradation,M10A
Protein degradation,S1A
Protein degradation,M23A
Protein degradation,S01C
Protein degradation,C1A
Protein degradation,S26B
Protein degradation,S8A
Protein degradation,S9A
Protein degradation,S1D
Protein degradation,M12A
Protein degradation,S1A
Protein degradation,S1B
Protein degradation,C2A
Protein degradation,C1A
Protein degradation,S1A
Protein degradation,M4
Protein degradation,C13
Protein degradation,M10A
Protein degradation,S1D
Protein degradation,M12A
Protein degradation,C2A
Protein degradation,A2A
Protein degradation,M35
Protein degradation,C14A
Amino acid degradation,4.3.1.17
Amino acid degradation,4.3.1.18
Amino acid degradation,4.3.1.19
Amino acid degradation,4.4.1.1
Amino acid degradation,4.4.1.28
Amino acid degradation,2.6.1.3
Amino acid degradation,2.8.1.2
Amino acid degradation,4.4.1.11
Amino acid degradation,2.6.1.42
Amino acid degradation,1.2.1.25
Amino acid degradation,1.3.8.5
Amino acid degradation,4.2.1.150
Amino acid degradation,3.1.2.4
Amino acid degradation,1.1.1.31
Amino acid degradation,1.2.1.27
Amino acid degradation,2.6.1.42
Amino acid degradation,4.1.1.72
Amino acid degradation,1.1.1.1
Amino acid degradation,2.6.1.42
Amino acid degradation,1.2.1.25
Amino acid degradation,1.3.8.5
Amino acid degradation,4.2.1.150
Amino acid degradation,1.1.1.178
Amino acid degradation,2.3.1.16
Amino acid degradation,2.6.1.42
Amino acid degradation,1.2.7.7
Amino acid degradation,K00826
Amino acid degradation,K00166+K00167
Amino acid degradation,K11381+K09699+K00382
Amino acid degradation,K00253
Amino acid degradation,K00249
Amino acid degradation,K01968+K01969
Amino acid degradation,K05607
Amino acid degradation,K13766
Amino acid degradation,K01640
Amino acid degradation,4.1.1.18
Amino acid degradation,2.6.1.82
Amino acid degradation,1.2.1.19
Amino acid degradation,2.6.1.48
Amino acid degradation,1.2.1.20
Amino acid degradation,1.14.11.64
Amino acid degradation,1.1.5.13
Amino acid degradation,1.13.12.2
Amino acid degradation,3.5.1.30
Amino acid degradation,1.6.1.48
Amino acid degradation,1.2.1.20
Amino acid degradation,2.8.3.13
Amino acid degradation,2.6.1.36
Amino acid degradation,1.2.1.31
Amino acid degradation,4.1.1.18
Amino acid degradation,2.6.1.82
Amino acid degradation,1.2.1.19
Amino acid degradation,2.6.1.48
Amino acid degradation,1.2.1.20
Amino acid degradation,2.8.3.13
Amino acid degradation,K01582
Amino acid degradation,K09251
Amino acid degradation,K00137
Amino acid degradation,K07250
Amino acid degradation,K00135
Amino acid degradation,K15737
Amino acid degradation,K15736
Amino acid degradation,K00468
Amino acid degradation,K01506
Amino acid degradation,K14268
Amino acid degradation,K07250
Amino acid degradation,K00135
Amino acid degradation,K15737
Amino acid degradation,K15736
Amino acid degradation,K01041
Amino acid degradation,K00252
Amino acid degradation,K01692
Amino acid degradation,K01825
Amino acid degradation,K01782
Amino acid degradation,K01825
Amino acid degradation,K01782
Amino acid degradation,K00626
Amino acid degradation,4.1.1.19
Amino acid degradation,3.5.3.11
Amino acid degradation,4.1.1.19
Amino acid degradation,3.5.3.12
Amino acid degradation,3.5.1.53
Amino acid degradation,1.13.12.1
Amino acid degradation,3.5.1.4
Amino acid degradation,3.5.3.7
Amino acid degradation,K01476
Amino acid degradation,K01581
Amino acid degradation,K00613
Amino acid degradation,K00542
Amino acid degradation,K00933
Amino acid degradation,K01583
Amino acid degradation,K01584
Amino acid degradation,K01585
Amino acid degradation,K02626
Amino acid degradation,K01480
Amino acid degradation,K01611
Amino acid degradation,K00797
Amino acid degradation,5.1.1.4
Amino acid degradation,1.21.4.1
Amino acid degradation,1.4.1.2
Amino acid degradation,1.4.1.3
Amino acid degradation,2.6.1.1
Amino acid degradation,4.3.1.1
Amino acid degradation,1.4.1.2
Amino acid degradation,1.1.1.399
Amino acid degradation,2.8.3.12
Amino acid degradation,4.2.1.167
Amino acid degradation,7.2.4.5
Amino acid degradation,5.4.99.1
Amino acid degradation,4.3.1.2
Amino acid degradation,4.2.1.34
Amino acid degradation,4.1.3.22
Amino acid degradation,4.1.1.15
Amino acid degradation,K01745
Amino acid degradation,K01712
Amino acid degradation,K01468
Amino acid degradation,K01479
Amino acid degradation,K00603
Amino acid degradation,K13990
Amino acid degradation,K05603
Amino acid degradation,K01458
Amino acid degradation,K00453
Amino acid degradation,K00463
Amino acid degradation,K01432
Amino acid degradation,K14263
Amino acid degradation,K07130
Amino acid degradation,K00486
Amino acid degradation,K01556
Amino acid degradation,K00452
Amino acid degradation,K03392
Amino acid degradation,K10217
Amino acid degradation,K23234
Amino acid degradation,4.1.99.1
Amino acid degradation,2.6.1.18
Amino acid degradation,1.2.1.18
Amino acid degradation,2.6.1.120
Amino acid degradation,1.1.1.298
Amino acid degradation,4.1.1.17
Amino acid degradation,2.6.1.82
Amino acid degradation,1.2.1.19
Amino acid degradation,6.3.1.11
Amino acid degradation,1.4.3.M3
Amino acid degradation,1.2.1.00
Amino acid degradation,3.5.1.94
Amino acid degradation,2.6.1.19
Amino acid degradation,1.2.1.24
Amino acid degradation,1.2.1.16
Amino acid degradation,2.6.1.19
Amino acid degradation,1.1.1.61
Amino acid degradation,2.8.3.M6
Amino acid degradation,4.2.1.120
Amino acid degradation,1.3.1.109
Amino acid degradation,2.8.3.1
Amino acid degradation,2.8.3.8
Nitrogen compound degradation,K00370+K00371+K00374
Nitrogen compound degradation,K02567+K02568
Nitrogen compound degradation,K00362+K00363
Nitrogen compound degradation,K03385+K15876
Nitrogen compound degradation,1.7.5.1
Nitrogen compound degradation,1.7.2.1
Nitrogen compound degradation,1.7.2.5
Nitrogen compound degradation,1.7.2.4
Nitrogen compound degradation,1.9.6.1
Nitrogen compound degradation,1.7.2.2
Nitrogen compound degradation,1.7.7.2
Nitrogen compound degradation,1.7.7.1
Nitrogen compound degradation,6.3.4.6
Nitrogen compound degradation,3.5.1.54
Nitrogen compound degradation,3.5.1.5
Nitrogen compound degradation,1.7.3.3
Nitrogen compound degradation,3.5.2.17
Nitrogen compound degradation,4.1.1.97
Nitrogen compound degradation,1.14.13.113
Nitrogen compound degradation,3.5.2.17
Nitrogen compound degradation,4.1.1.97
Nitrogen compound degradation,2.7.1.59
Nitrogen compound degradation,3.5.1.25
Nitrogen compound degradation,3.5.99.6
Nitrogen compound degradation,3.5.1.25
Nitrogen compound degradation,3.5.99.6
Nitrogen compound degradation,3.5.2.5
Nitrogen compound degradation,3.5.3.9
Nitrogen compound degradation,3.5.3.26
Nitrogen compound degradation,1.1.1.350
Nitrogen compound degradation,1.1.1.154
Nitrogen compound degradation,2.1.3.5
Nitrogen compound degradation,3.5.2.5
Nitrogen compound degradation,3.5.3.4
Nitrogen compound degradation,4.3.2.3
Nitrogen compound degradation,3.5.2.5
Nitrogen compound degradation,3.5.3.9
Nitrogen compound degradation,3.5.3.26
Nitrogen compound degradation,4.3.2.3
Nitrogen compound degradation,3.5.4.21
Nitrogen compound degradation,3.5.2.14
Nitrogen compound degradation,3.5.1.59
Nitrogen compound degradation,1.5.3.1
Nitrogen compound degradation,2.1.1.5
Nitrogen compound degradation,1.5.3.10
Nitrogen compound degradation,1.5.3.24
Nitrogen compound degradation,1.5.3.1
Nitrogen compound degradation,1.14.13.239
Nitrogen compound degradation,1.2.1.4
Nitrogen compound degradation,1.1.1.38
Nitrogen compound degradation,1.4.9.1
Nitrogen compound degradation,6.3.4.12
Nitrogen compound degradation,2.1.1.21
Nitrogen compound degradation,1.5.99.5
Nitrogen compound degradation,1.4.3.4
Nitrogen compound degradation,1.4.3.21
Nitrogen compound degradation,1.2.1.39
Nitrogen compound degradation,2.6.1.77
Nitrogen compound degradation,1.2.1.3
Nitrogen compound degradation,2.6.1.77
Nitrogen compound degradation,2.5.1.55
Alcohol degradation,1.1.1.4
Alcohol degradation,1.1.1.76
Alcohol degradation,1.1.1.1
Alcohol degradation,1.2.1.10
Alcohol degradation,1.1.1.1
Alcohol degradation,1.2.1.3
Alcohol degradation,6.2.1.1
Alcohol degradation,2.7.1.30
Alcohol degradation,1.1.5.3
Alcohol degradation,1.1.1.6
Alcohol degradation,2.7.1.29
Alcohol degradation,4.2.1.30
Alcohol degradation,1.1.1.202
Alcohol degradation,1.1.1.6
Alcohol degradation,2.7.1.121
Alcohol degradation,4.2.1.28
Alcohol degradation,1.1.1.1
Alcohol degradation,1.2.1.87
Alcohol degradation,2.3.1.222
Alcohol degradation,2.7.2.1
Alcohol degradation,2.7.2.7
Alcohol degradation,2.7.2.14
Alcohol degradation,2.7.2.15
Alcohol degradation,1.1.1.77
Alcohol degradation,1.2.1.21
Alcohol degradation,1.1.1.1
Alcohol degradation,1.2.1.3
Alcohol degradation,6.2.1.3
Alcohol degradation,1.3.1.38
Alcohol degradation,1.1.2.6
Xenobiotic degradation,K15760+K15761+K15763+K15764
Xenobiotic degradation,K00055
Xenobiotic degradation,K00141
Xenobiotic degradation,K07540
Xenobiotic degradation,K07543+K07544
Xenobiotic degradation,K07545
Xenobiotic degradation,K07546
Xenobiotic degradation,K07547+K07548
Xenobiotic degradation,K07549+K07550
Xenobiotic degradation,K15757+K15758
Xenobiotic degradation,K00055
Xenobiotic degradation,K00141
Xenobiotic degradation,K16249+K16243+K16244+K16242+K16245+K16246
Xenobiotic degradation,K05549+K05550+K05784
Xenobiotic degradation,K05783
Xenobiotic degradation,K04116
Xenobiotic degradation,K04117
Xenobiotic degradation,K07534
Xenobiotic degradation,K07535
Xenobiotic degradation,K07536
Xenobiotic degradation,K05599+K05600+K11311
Xenobiotic degradation,K16319+K16320+K18248+K18249
Xenobiotic degradation,K03381
Xenobiotic degradation,K01856
Xenobiotic degradation,K03464
Xenobiotic degradation,K01055
Xenobiotic degradation,K14727
Xenobiotic degradation,K00446
Xenobiotic degradation,K07104
Xenobiotic degradation,K10217
Xenobiotic degradation,K01821
Xenobiotic degradation,K01617
Xenobiotic degradation,K10216
Xenobiotic degradation,K18364
Xenobiotic degradation,K02554
Xenobiotic degradation,K18365
Xenobiotic degradation,K01666
Xenobiotic degradation,K18366
Xenobiotic degradation,K04073
Xenobiotic degradation,K10619+K16303+K16304+K18227
Xenobiotic degradation,K10620
Xenobiotic degradation,K10621
Xenobiotic degradation,K10622
Xenobiotic degradation,K10623
Xenobiotic degradation,K08689+K15750+K18087+K18088
Xenobiotic degradation,K08690
Xenobiotic degradation,K00462
Xenobiotic degradation,K10222
Xenobiotic degradation,K15751
Xenobiotic degradation,K15754+K15755
Xenobiotic degradation,K15756
Xenobiotic degradation,K04112+K04113+K04114+K04115
Xenobiotic degradation,K19515+K19516
Xenobiotic degradation,K07537
Xenobiotic degradation,K07538
Xenobiotic degradation,K07539
Xenobiotic degradation,K14579+K14580+K14578+K14581
Xenobiotic degradation,K14582
Xenobiotic degradation,K14583
Xenobiotic degradation,K14584
Xenobiotic degradation,K14585
Xenobiotic degradation,K00152
Xenobiotic degradation,K18242+K18243+K14578+K14581
Xenobiotic degradation,K18074+K18075+K18077
Xenobiotic degradation,K18076
Xenobiotic degradation,K18068+K18069
Xenobiotic degradation,K18067
Xenobiotic degradation,K04102
Xenobiotic degradation,K01912
Xenobiotic degradation,K02609+K02610+K02611+K02612+K02613
Xenobiotic degradation,K15866
Xenobiotic degradation,K02618
Xenobiotic degradation,K02615
Xenobiotic degradation,K01692
Xenobiotic degradation,K00074
